idstd,id,a4a,a6a,a2,a4b,a0,a3a,a6c,a6b,a14d,a14m,a14y,a14h,a14min,a1,a12,a1a,a1c,a7,a7a,a7b,a11,a7c,a9,a20y,a20m,a20d,b1,b1x,ITAb1,ITAb1x,b3,b2a,b2b,b2c,b2d,b4,BMb1,BMb3,BMb4,BMb5,BMb6,BMb8a,BMb8b,BMb8c,BMb8d,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c5,c6,c7,c8a,c10,c11,c12,c15,c22b,c30a,d1a1a,d1a1x,d1a3,d2,d2x,n3,BMd1a,d3a,d3b,d3c,d10,d11,d12a,d12b,d30a,d30b,e1,e2b,e6,e11,e30,h1,h3x,h4x,h5,h6x,h7x,BMh1,BMh2,BMh3,f1,f2,BMt1,BMt2,BMt3,BMt4,BMt5,g30a,k1c,k2c,k3a,k3bc,k3e,k3f,BMk3a,BMk3b,BMk3hd,BMk2,k4,BMk5,BMk6,k6,k7,k8,BMk7,k9,k10,k11,BMk9,BMk9x,k15d,k16,k17,k21,k30,h7a,j2,j3,BMj1a,BMj1b,BMj1c,BMj1_impartial_pos,BMj1_transparent_pos,BMj1_voice_pos,j6a,j7a,j10,j13,BMj3a,BMj3b,BMj3c,BMj3_parliament_pos,BMj3_natgov_pos,BMj3_locgov_pos,j30a,j30b,j30c,j30e,j30f,h30,BMj4a,BMj4b,BMj4c,BMj5,BMj5x,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l10,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2e,n2b,n2f,n2i,n2p,n2e1,n7a,BMGa22,BMGa23,a15d,a15m,a15y,a15h,a15min,gdpr1a,a15a1a,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a16,a17,a18,a19h,a19m,BMGa14gd,BMGa14gm,BMGa14gy,BMGa14gh,BMGa14gmin,BMGa1,BMGa2,BMGa3,BMGa4,BMGb1,BMGb2,BMGc1,BMGc2,BMGc3,BMGc4,BMGc7,BMGc8,BMGc11,BMGc12,BMGc16,BMGc17,BMGc18,BMGc19,BMGc20,BMGc23a,BMGc23b,BMGc23c,BMGc23d,BMGc23e,BMGc23f,BMGc23g,BMGc23h,BMGc23i,BMGc23j,BMGc24,BMGc25,BMGc26,BMGc27,BMGc27x,BMGc28,BMGc29,BMGd6,BMGd7,BMGd8,BMGe1,BMGe2,BMGe2u,BMGe2x,BMGe3,BMGe3u,BMGe3x,BMGe4,BMGe5,BMGe6,BMGe7,BMGa15gd,BMGa15gm,BMGa15gy,BMGa15gh,BMGa15gmin,BMGa15a1dx,BMGa12,a13,a3b,a3c,a3,d1a2,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
658559,209,2,1,4,28,1,4,6,1,26,3,2019,12,34,159,10,1,1,2,,,,,,2018,12,31,4,,42,,33,100,0,0,0,1,100,2,2,2,1,3.0,3.0,3.0,3.0,2000,3,1,2000,20,2,1,"Iso 9000, Iso 9001, Iso 14001",2,,2,,,2,,2,2.0,1,4,1,Manufacturing Of Metallic Prebuilt Elements,100,-9,,1500000,3,50,0,50,0,0.0,40,60,4,4,2,10.0,2,2,2,2,,,2,,,2,2,2,60.0,140.0,,,,,,0,50,20,50,20,0,30,0,0,0,100,2,2,2,1,1,2,3.0,,,,,,2,2,1.0,1,-7,3,10,2,-7,-7,-7,2,3,1,2,,2,2,-7,-7,0,3,1,2,4,-7,3,3,4,-7,0,-7,0,3,,6,6,5.0,1.0,1.0,3.0,1.0,2.0,1.0,,-9,1,0,3,1,12,4,15,2,1,14,3,8,10,9,13,6,5,11,7,200000,900000.0,200000,-9,,1500000.0,-9.0,-9.0,1,1,26,3,2019,13,17,2,,,,,,,,,,,2,3,1,,,26,3,2019,13,11,1,2,,2,1,2,1,4.0,1.0,1.0,2,,2,2.0,2,,2,,2.0,-7,2,1,1,-7,-7,-7,-7,1,1,3.0,1,2.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,26,3,2019,13,15,,19,2,2,2,4,2811,4,1,2,0,244.33333,244.33333,244.33333,56
658560,210,2,1,4,28,1,4,9,1,23,5,2019,15,41,159,49,1,1,2,,,,,,2019,4,30,4,,42,,80,100,0,0,0,2,100,2,2,2,2,,,,,1994,4,2,2000,40,2,1,Iso 9001,2,,2,,,2,,2,2.0,2,3,1,Manufacture Of Metallic Structures And Assembled Parts Of Structures,100,1000000,One Million,1000000,3,100,0,0,2,2.0,100,0,2,2,1,-4.0,2,1,4,2,,,2,,,2,2,2,95.0,56.0,,,,,,2,90,90,25,0,0,75,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,3.0,2,2,2,1,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,-7,-7,3,2,1,4,4,4,4,4,3,2,2,2,5,,9,9,6.0,3.0,2.0,1.0,3.0,0.0,1.0,,9,1,3,3,12,2,1,3,8,7,6,4,10,13,12,14,5,15,11,9,151000,500000.0,3600,5000,,666600.0,600000.0,200000.0,1,1,23,5,2019,16,41,2,,,,,,,,,,,1,2,1,,,23,5,2019,16,37,2,2,,2,2,2,2,,,2.0,1,2.0,2,2.0,2,,2,,2.0,1,2,1,2,1,2,2,2,1,1,9.0,2,,5.0,,,,2,2,,14400,3570,2.0,,0.0,,,0,2,2000,,23,5,2019,16,40,,49,2,2,2,2,2811,4,1,2,0,244.33333,244.33333,244.33333,56
658561,212,2,1,4,28,1,4,6,1,21,1,2019,12,5,159,49,1,1,2,,,,,,2018,4,30,4,,42,,70,70,0,0,30,2,100,2,2,2,1,2.0,2.0,2.0,2.0,2007,9,1,2007,15,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,3,1,"Manufacturing Of Doors, Fixtures And Metal Frames",100,250000,Two Hundred Fifty Thousand,320000,2,80,20,0,0,5.0,95,5,2,2,2,10.0,2,2,2,2,,,1,Purchase Of A Machining Center,Production Using Robots,2,1,2,30.0,40.0,,,,,,0,80,60,0,10,0,90,0,0,0,-9,2,2,2,1,1,2,1.0,,,,,,2,2,6.0,2,3,2,-9,2,3,3,3,3,2,1,2,0.0,2,2,1,1,1,3,2,1,2,2,2,2,2,1,2,2,2,1,,7,10,5.0,2.0,1.0,1.0,3.0,0.0,0.0,,0,2,2,2,14,11,10,3,6,4,9,2,1,7,15,5,12,14,13,8,85000,-9.0,8000,-9,,-9.0,-9.0,200000.0,1,1,21,1,2019,13,48,2,,,,,,,,,,,2,2,1,,,21,1,2019,16,42,2,2,,2,2,2,2,,,2.0,1,1.0,2,2.0,2,,2,,2.0,2,2,1,2,1,2,2,1,1,2,3.0,1,2.0,,,2.0,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,21,1,2019,16,47,,49,2,2,2,4,2811,4,1,2,0,244.33333,244.33333,244.33333,56
658562,220,2,1,4,28,1,4,6,1,24,5,2019,11,32,159,49,1,1,2,,,,,,2019,4,30,4,,42,,80,100,0,0,0,2,100,2,2,2,2,,,,,2010,6,1,2010,25,2,1,"Iso 9001, Iso 1401",2,,2,,,2,,2,2.0,2,2,1,Production Of Metallic Steel Carpentry And Lights Alloys For Naval And Aeronautical Buildings,100,1000000,One Million,800000,1,100,0,0,1,1.0,100,0,2,2,1,-4.0,2,1,3,2,,,2,,,2,2,2,95.0,80.0,,,,,,2,70,50,80,0,0,20,0,0,0,-7,2,1,2,1,1,2,3.0,,,,,,2,1,,2,3,1,0,2,-7,-7,-7,3,2,1,2,0.0,2,2,-7,0,0,3,1,2,4,4,4,4,4,3,3,3,3,4,,6,6,5.0,1.0,3.0,1.0,1.0,0.0,0.0,,6,2,4,2,7,14,5,8,12,6,1,15,4,10,9,2,7,13,11,3,180000,300000.0,3200,3000,,486500.0,300000.0,250000.0,1,1,24,5,2019,12,56,2,,,,,,,,,,,1,2,1,,,24,5,2019,12,1,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,1,2,2,1,1,2,1,2,1,2,9.0,2,,4.0,,,,2,1,3.0,12800,2142,2.0,,0.0,,,0,2,1800,,24,5,2019,12,4,,49,2,2,2,3,2892,4,1,2,0,244.33333,244.33333,244.33333,56
658563,298,2,1,4,28,1,4,12,1,18,3,2019,10,16,159,49,1,1,1,2.0,1.0,1.0,1.0,,2018,4,30,4,,43,,55,100,0,0,0,2,100,1,1,2,1,3.0,3.0,3.0,3.0,1974,5,2,1990,70,2,1,"Iso 9001, Iqnet Riba, Dnv, B.V., Italian Institute Of Welding, Iso 14001",2,,2,,,1,100.0,2,2.0,1,2,1,Rroduction Of Structural Welded Beams,100,2500000,Two Million Five Hundred Thousand,25000000,3,60,30,10,0,0.0,80,20,3,4,3,-4.0,1,2,0,2,,,2,,,2,2,2,100.0,40.0,,,,,,0,80,100,80,0,0,20,0,0,0,-9,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,2,2,30,2,-7,-7,-7,1,3,2,2,0.0,2,2,-7,1,-9,2,1,3,2,2,2,2,2,-7,2,2,2,1,,12,10,9.0,3.0,8.0,1.0,0.0,0.0,1.0,,12,1,1,1,15,12,7,2,10,13,9,15,5,6,3,1,4,8,11,14,270000,-9.0,10000,-9,,-9.0,-9.0,-9.0,1,1,18,3,2019,11,32,2,,,,,,,,,,,1,2,1,,,18,3,2019,11,26,1,1,1.0,1,1,2,1,3.0,1.0,1.0,1,1.0,1,2.0,1,3.0,1,3.0,2.0,1,2,1,1,1,1,1,1,1,1,4.0,1,2.0,,,1.0,1.0,1,1,3.0,-9,-9,,,-9.0,,,-9,2,-9,,18,3,2019,11,31,,49,2,2,2,4,2811,4,1,2,0,244.33333,244.33333,244.33333,56
658564,328,2,1,5,28,1,5,15,1,25,1,2019,10,46,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,-9,-9,-9,-9,2,0,1,1,2,2,,,,,1999,10,1,1999,10,2,1,Iso 9000,2,,2,,,2,,2,2.0,1,1,1,"Forging, Pressing, Stamping And Roll Forming Of Metal; Powder Metallurgy",90,-9,,-9,3,70,-9,-9,0,0.0,70,30,1,2,2,-4.0,2,2,1,2,,,2,,,2,2,2,-9.0,-9.0,,,,,,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,1,2,-9,1,3,3,2,2,3,1,2,0.0,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,,-9,12,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,0.0,,0,2,1,1,15,4,8,10,14,7,15,2,11,9,13,12,3,5,1,6,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,25,1,2019,12,9,2,,,,,,,,,,,2,2,1,,,25,1,2019,11,50,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,25,1,2019,12,9,,21,2,2,2,4,2891,5,1,2,0,34.75,34.75,34.75,74
658565,398,2,1,5,28,1,5,15,1,13,3,2019,20,11,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,100,0,0,0,1,0,2,2,2,2,,,,,1994,8,1,1994,25,1,1,Iso 9001,2,,2,,,2,,2,2.0,2,0,1,Manufaturing Of Metal Products,100,400000,Four Hundred Thousand,320000,2,100,0,0,0,-7.0,100,0,2,2,1,-4.0,2,2,2,2,,,2,,,2,2,2,90.0,-9.0,,,,,,2,20,40,70,30,0,0,0,0,0,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,3,0,2,-7,-7,-7,3,1,2,2,0.0,2,2,2,1,3,2,1,3,2,2,2,2,2,2,2,3,2,3,,15,5,12.0,3.0,12.0,0.0,0.0,0.0,3.0,,0,2,2,2,2,13,6,2,7,3,15,5,1,8,4,12,14,11,10,9,200000,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,13,3,2019,20,44,1,2.0,,20.0,2.0,,,,,,,1,1,1,,,13,3,2019,20,22,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,13,3,2019,20,44,,21,2,2,2,4,2811,5,1,2,0,34.75,34.75,34.75,74
658566,423,2,1,5,28,1,5,14,1,4,3,2019,16,31,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,100,0,0,0,2,0,2,2,2,2,,,,,2008,10,1,2008,10,2,1,Iso 9000,2,,2,,,2,,2,2.0,2,2,1,Metal Doors And Fixtures,100,200000,Two Hundred Thousand,20000,2,100,0,0,-7,,100,0,2,2,2,-4.0,2,2,3,2,,,2,,,2,2,2,70.0,-9.0,,,,,,2,0,30,100,0,0,0,0,0,0,100,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,0,1,3,3,3,1,3,2,2,0.0,2,2,3,2,2,1,3,2,3,2,3,3,2,2,2,2,3,4,,14,10,10.0,4.0,10.0,0.0,0.0,0.0,4.0,,0,1,2,2,14,1,4,12,15,5,11,13,9,10,2,8,7,14,6,3,50000,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,4,3,2019,17,4,1,2.0,,10.0,1.0,,,,,,,2,2,1,,,4,3,2019,16,41,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,4,3,2019,17,1,,21,2,2,2,4,2811,5,1,2,0,34.75,34.75,34.75,74
658567,446,2,1,5,28,1,5,10,1,28,12,2018,10,59,159,21,1,1,2,,,,,,2018,6,30,4,,41,,80,-9,-9,-9,-9,2,-9,2,2,2,2,,,,,2010,8,1,2010,15,2,1,Iso 9000,2,,2,,,2,,2,2.0,2,2,1,"Manufacturing Of Doors, Fixtures And Metal Frames",100,-9,,-9,3,-9,-9,-9,0,0.0,80,20,1,2,1,-9.0,2,2,2,2,,,2,,,2,2,2,-9.0,-9.0,,,,,,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1,2,2,1.0,,,,,,1,1,,1,2,3,-9,2,2,2,2,2,3,1,2,0.0,2,2,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,-9,,-9,-9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,,0,2,2,2,4,7,15,11,1,13,6,10,12,8,5,14,9,3,4,2,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,28,12,2018,12,17,2,,,,,,,,,,,2,2,1,,,28,12,2018,11,44,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,28,12,2018,12,1,,21,2,2,2,4,2811,5,1,2,0,34.75,34.75,34.75,74
658568,461,2,1,5,28,1,5,16,1,19,2,2019,13,46,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,100,0,0,0,1,100,1,1,2,2,,,,,2014,10,1,2014,10,2,1,Iso 9001,2,,2,,,2,,2,2.0,2,2,1,Manufacturing Of Metal Structures And Different Assembly Parts,100,520000,Five Hundred Twenty Thousand,440000,1,80,0,20,0,0.0,100,0,2,2,2,-4.0,2,2,2,2,,,2,,,2,2,2,90.0,-9.0,,,,,,2,-9,20,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,-7,1,0,2,-7,-7,-7,1,2,3,2,0.0,2,2,0,0,0,1,2,3,4,3,2,3,0,0,3,3,3,4,,16,12,12.0,4.0,10.0,0.0,2.0,0.0,1.0,,0,2,2,3,11,5,9,4,8,13,6,12,2,1,10,11,3,7,14,15,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,19,2,2019,15,17,1,2.0,,4.0,2.0,,,,,,,1,2,1,,,19,2,2019,14,40,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,19,2,2019,15,17,,21,2,2,2,4,2811,5,1,2,0,34.75,34.75,34.75,74
658569,480,2,1,5,28,1,5,12,1,6,2,2019,10,40,159,21,1,1,2,,,,,,2018,6,30,4,,42,,60,100,0,0,0,1,0,1,1,2,2,,,,,2011,5,1,2011,10,2,1,"Iso 9000, Iso 9001",2,,2,,,2,,2,2.0,2,1,1,Processing Of Metal For Machine Tools For Third Parties,100,-9,,-9,1,80,0,20,0,0.0,80,20,1,1,2,-4.0,2,2,1,2,,,2,,,2,2,2,80.0,-9.0,,,,,,1,0,0,-9,-9,-9,-9,-9,-9,-9,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,1,2,0,1,3,3,3,1,3,2,2,0.0,2,2,0,0,1,3,2,1,1,2,1,1,2,1,1,2,1,1,,12,10,4.0,8.0,4.0,0.0,0.0,0.0,0.0,,0,2,1,1,4,9,14,6,1,5,11,13,3,2,4,10,7,8,15,12,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,6,2,2019,11,55,2,,,,,,,,,,,2,2,1,,,6,2,2019,11,34,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,6,2,2019,11,55,,21,2,2,2,3,2892,5,1,2,0,34.75,34.75,34.75,74
658570,484,2,1,5,28,1,5,10,1,4,3,2019,14,47,159,21,1,1,2,,,,,,2018,6,30,4,,42,,70,100,0,0,0,2,0,2,2,2,2,,,,,1991,10,1,1991,12,2,1,Iso 9001,2,,2,,,2,,2,2.0,1,3,1,Production Of Metal Doors And Windows,90,250000,Two Hundred Fifty Thousand,-9,3,100,0,0,-7,,80,20,2,2,2,-4.0,2,2,3,2,,,2,,,2,2,2,85.0,-9.0,,,,,,2,38,15,-9,-9,0,0,0,0,0,-7,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,3,3,0,2,-7,-7,-7,1,2,3,2,0.0,2,2,2,1,2,1,2,3,3,2,3,3,3,2,2,2,3,4,,10,10,9.0,1.0,9.0,0.0,0.0,0.0,1.0,,0,2,2,2,6,10,8,12,11,1,7,14,6,5,3,15,4,13,9,2,120000,40000.0,15000,-9,,-9.0,-9.0,10000.0,1,1,4,3,2019,15,30,1,2.0,,13.0,1.0,,,,,,,2,3,1,,,4,3,2019,14,59,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,4,3,2019,15,21,,21,2,2,2,2,2811,5,1,2,0,34.75,34.75,34.75,74
658571,485,2,1,5,45,3,5,17,1,25,1,2019,12,50,159,21,1,1,2,,,,,,2018,6,30,4,,42,,70,0,0,70,30,2,0,1,1,2,2,,,,,2015,8,1,2015,6,2,1,Iso 9000,2,,2,,,2,,2,,1,1,4,Production Of Pools,60,-9,,-9,3,80,20,0,0,0.0,70,30,1,1,2,-9.0,2,2,1,2,,,2,,,2,2,2,,,,,,,,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,1,2,0,2,2,2,2,2,1,3,2,0.0,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,4,,8,-9,,,,,,,,-9.0,0,1,1,1,7,3,10,11,2,12,6,9,14,5,8,15,4,1,13,7,-9,,-9,-9,,,,,1,1,25,1,2019,13,52,1,2.0,,3.0,1.0,,,,,,,2,2,1,,,25,1,2019,13,49,2,2,,2,2,2,2,,,,2,,2,,2,,2,,,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,,,,-9,-9,-9,,25,1,2019,13,51,,21,2,2,2,4,4520,5,1,2,0,34.75,34.75,34.75,74
658572,492,2,1,5,28,1,5,13,1,19,2,2019,17,32,159,21,1,1,2,,,,,,2018,6,30,4,,42,,55,100,0,0,0,1,0,1,1,2,2,,,,,2010,10,1,2010,13,2,1,"Iso 9000, Iso 9001",2,,2,,,2,,2,2.0,2,2,1,"Production Of Metal Products, Specialized In General Mechanical Work",100,-9,,-9,1,80,0,20,0,0.0,75,25,2,2,2,20.0,2,2,2,2,,,2,,,2,2,2,75.0,-9.0,,,,,,2,-9,35,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,-7,0,2,-7,-7,-7,2,1,3,2,0.0,2,2,-7,-7,-7,2,3,1,3,3,3,3,3,3,3,2,3,4,,12,10,10.0,2.0,0.0,10.0,0.0,0.0,0.0,,0,2,2,2,4,12,5,9,10,8,3,13,4,1,14,7,2,6,11,15,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,19,2,2019,18,55,1,2.0,,8.0,2.0,,,,,,,2,2,1,,,19,2,2019,18,43,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,2.0,,,,2,2,,-9,-9,,,-9.0,,,-9,2,-9,,19,2,2019,18,55,,21,2,2,2,4,2892,5,1,2,0,34.75,34.75,34.75,74
658573,496,2,1,5,28,1,5,6,1,7,1,2019,10,3,159,21,1,1,2,,,,,,2018,12,31,1,,1,,100,100,0,0,0,2,100,2,2,2,2,,,,,1982,3,1,1982,35,2,1,Iso 9000,2,,2,,,2,,2,2.0,2,2,1,"Manufacturing Of Doors, Fixtures And Metal Frames",100,780000,Seven Hundred Eighty Thousand,290000,3,100,0,0,-7,,30,70,0,0,1,-4.0,2,2,2,1,Tool For Cutting Aluminium,The Type Of Cut,2,,,2,2,2,-9.0,40.0,,,,,,0,0,0,100,0,0,0,0,0,0,100,2,2,2,1,1,2,1.0,,,,,,2,2,1.0,2,0,4,0,2,4,4,1,2,1,3,2,0.0,2,2,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,2,,6,5,3.0,3.0,2.0,1.0,0.0,0.0,0.0,,6,2,2,3,9,5,13,14,7,15,8,6,1,4,10,12,9,3,11,2,22000,25000.0,-9,-9,,86000.0,250000.0,-9.0,1,1,7,1,2019,10,56,2,,,,,,,,,,,3,3,1,,,7,1,2019,10,46,2,2,,2,2,2,1,2.0,2.0,2.0,2,,2,2.0,2,,2,,2.0,-7,2,2,1,2,-7,2,2,2,2,,2,,3.0,,,,2,2,,-9,0,,,0.0,,,0,2,-9,,7,1,2019,10,55,,21,2,2,2,2,2811,5,1,2,0,34.75,34.75,34.75,74
658574,521,2,1,5,28,1,5,9,1,4,1,2019,16,9,159,21,1,1,2,,,,,,2018,6,30,4,,41,,-9,-9,-9,-9,-9,2,-9,2,2,2,2,,,,,2007,-9,-9,-9,-9,2,1,Iso 9001,2,,2,,,2,,2,-9.0,1,0,1,"Manufacturing Of Doors, Fixtures",-9,320000,Three Hundred Twenty Thousand,70000,2,-9,-9,-9,0,0.0,-9,-9,1,1,2,-9.0,-9,-9,1,2,,,2,,,2,2,2,75.0,40.0,,,,,,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,-9,2,-9,-9,-9,,,,,,,-9,-9,,-9,2,2,-9,2,2,2,2,2,1,3,-9,,2,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,-9,,12,-9,9.0,3.0,2.0,1.0,6.0,0.0,1.0,,-9,-9,1,2,14,7,3,12,6,5,8,2,9,14,1,13,10,4,11,15,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,4,1,2019,17,22,2,,,,,,,,,,,2,3,1,,,4,1,2019,16,41,-9,-9,,-9,-9,-9,-9,,,2.0,-9,,-9,2.0,-9,,-9,,2.0,2,2,2,2,2,2,2,2,2,2,,-9,,,,,,-9,-9,,-9,-9,,,-9.0,,,-9,-9,-9,,4,1,2019,17,2,,21,2,2,2,4,2811,5,1,2,0,34.75,34.75,34.75,74
658575,523,2,1,5,36,1,5,10,1,6,2,2019,13,11,159,21,1,1,2,,,,,,2018,6,30,1,,1,,100,100,0,0,0,2,100,2,2,2,2,,,,,2013,6,1,2013,5,2,1,Iso 9000,2,,2,,,2,,2,2.0,1,2,1,Manufacturing Of Metal Furniture For Offices And Shops,100,-9,,-9,2,100,0,0,-7,,70,30,2,2,2,-4.0,2,2,2,2,,,2,,,2,2,2,70.0,-9.0,,,,,,2,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,1,2,2,1.0,,,,,,2,2,1.0,2,2,2,-9,1,3,-9,3,3,1,2,2,0.0,2,2,2,0,0,1,3,2,2,2,2,2,2,2,2,2,2,4,,10,4,4.0,6.0,0.0,0.0,4.0,0.0,0.0,,0,2,1,1,3,3,8,6,1,11,12,9,15,2,4,14,7,13,10,5,-9,-9.0,-9,-9,,-9.0,-9.0,-9.0,1,1,6,2,2019,14,16,2,,,,,,,,,,,2,2,1,,,6,2,2019,13,55,2,2,,2,2,2,2,,,2.0,2,,2,2.0,2,,2,,2.0,2,2,2,2,2,2,2,2,2,2,,2,,1.0,,,,2,2,,-9,-9,,,-9.0,,,-9,-9,-9,,6,2,2019,14,16,,21,2,2,2,3,3610,5,1,2,0,34.75,34.75,34.75,74
658576,563,2,1,2,28,1,2,16,1,5,6,2019,16,4,159,27,1,1,2,,,,,,2018,12,31,1,,1,,100,100,0,0,0,2,0,2,2,2,2,,,,,1997,10,1,1997,22,2,2,,2,,2,,,2,,2,2.0,1,0,1,Production Of Steel Products For Industries,100,1000000,One Million,-9,3,100,0,0,0,3.0,40,60,0,0,2,-9.0,2,2,-9,2,,,2,,,2,2,2,100.0,60.0,,,,,,0,90,90,10,0,0,90,0,0,0,-7,2,2,2,1,1,2,1.0,,,,,,2,2,2.0,2,3,2,0,2,-7,-7,-7,1,3,2,2,0.0,2,2,0,0,0,2,1,3,3,3,3,2,1,0,3,2,3,3,,16,16,12.0,4.0,10.0,0.0,2.0,4.0,3.0,,0,2,3,1,1,14,8,2,13,5,4,6,7,10,15,1,12,3,11,9,400000,400000.0,50000,30000,,950000.0,400000.0,6000000.0,1,1,5,6,2019,16,48,1,1.0,,22.0,1.0,,,,,,,2,3,1,,,5,6,2019,16,25,2,2,,2,2,2,2,,,2.0,1,1.0,1,2.0,2,,1,2.0,2.0,1,1,1,2,1,1,2,1,1,1,10.0,1,1.0,,,2.0,,-9,2,,5000,-9,,,-9.0,,,-9,2,10000,,5,6,2019,16,36,,27,1,2,2,4,2811,2,1,2,0,848.8333,848.8333,848.8333,20
